Step,AgentID,Battery,State,Tasks_Completed,Distance_Traveled
0,shelf_0,,,,
0,shelf_1,,,,
0,shelf_2,,,,
0,shelf_3,,,,
0,shelf_4,,,,
0,shelf_5,,,,
0,shelf_6,,,,
0,shelf_7,,,,
0,shelf_8,,,,
0,shelf_9,,,,
0,shelf_10,,,,
0,shelf_11,,,,
0,shelf_12,,,,
0,shelf_13,,,,
0,shelf_14,,,,
0,shelf_15,,,,
0,shelf_16,,,,
0,shelf_17,,,,
0,shelf_18,,,,
0,shelf_19,,,,
0,shelf_20,,,,
0,shelf_21,,,,
0,shelf_22,,,,
0,shelf_23,,,,
0,shelf_24,,,,
0,shelf_25,,,,
0,shelf_26,,,,
0,shelf_27,,,,
0,shelf_28,,,,
0,shelf_29,,,,
0,shelf_30,,,,
0,shelf_31,,,,
0,shelf_32,,,,
0,shelf_33,,,,
0,shelf_34,,,,
0,shelf_35,,,,
0,shelf_36,,,,
0,shelf_37,,,,
0,shelf_38,,,,
0,shelf_39,,,,
0,shelf_40,,,,
0,shelf_41,,,,
0,shelf_42,,,,
0,shelf_43,,,,
0,shelf_44,,,,
0,shelf_45,,,,
0,shelf_46,,,,
0,shelf_47,,,,
0,shelf_48,,,,
0,shelf_49,,,,
0,shelf_50,,,,
0,shelf_51,,,,
0,shelf_52,,,,
0,shelf_53,,,,
0,shelf_54,,,,
0,shelf_55,,,,
0,shelf_56,,,,
0,shelf_57,,,,
0,shelf_58,,,,
0,shelf_59,,,,
0,shelf_60,,,,
0,shelf_61,,,,
0,shelf_62,,,,
0,shelf_63,,,,
0,shelf_64,,,,
0,shelf_65,,,,
0,station_0,,,,
0,station_1,,,,
0,station_2,,,,
0,station_3,,,,
0,manager,,,,
0,0,100.0,idle,0.0,0.0
0,1,100.0,idle,0.0,0.0
0,2,100.0,idle,0.0,0.0
0,3,100.0,idle,0.0,0.0
0,4,100.0,idle,0.0,0.0
1,shelf_17,,,,
1,3,100.0,idle,0.0,0.0
1,shelf_39,,,,
1,shelf_27,,,,
1,shelf_65,,,,
1,shelf_40,,,,
1,shelf_55,,,,
1,shelf_1,,,,
1,0,100.0,idle,0.0,0.0
1,shelf_18,,,,
1,shelf_49,,,,
1,shelf_37,,,,
1,shelf_26,,,,
1,4,100.0,idle,0.0,0.0
1,shelf_62,,,,
1,shelf_16,,,,
1,shelf_47,,,,
1,shelf_35,,,,
1,shelf_4,,,,
1,shelf_13,,,,
1,station_1,,,,
1,shelf_64,,,,
1,shelf_48,,,,
1,shelf_5,,,,
1,shelf_9,,,,
1,shelf_46,,,,
1,shelf_20,,,,
1,shelf_58,,,,
1,shelf_41,,,,
1,shelf_7,,,,
1,shelf_25,,,,
1,1,100.0,idle,0.0,0.0
1,shelf_28,,,,
1,shelf_44,,,,
1,shelf_8,,,,
1,shelf_52,,,,
1,shelf_56,,,,
1,shelf_50,,,,
1,shelf_63,,,,
1,shelf_19,,,,
1,shelf_10,,,,
1,2,100.0,idle,0.0,0.0
1,shelf_24,,,,
1,station_0,,,,
1,shelf_23,,,,
1,shelf_3,,,,
1,shelf_6,,,,
1,shelf_22,,,,
1,shelf_29,,,,
1,shelf_34,,,,
1,shelf_0,,,,
1,shelf_36,,,,
1,shelf_38,,,,
1,shelf_32,,,,
1,shelf_43,,,,
1,station_2,,,,
1,shelf_51,,,,
1,shelf_15,,,,
1,shelf_21,,,,
1,shelf_42,,,,
1,shelf_30,,,,
1,manager,,,,
1,shelf_53,,,,
1,shelf_60,,,,
1,shelf_59,,,,
1,shelf_11,,,,
1,shelf_54,,,,
1,shelf_57,,,,
1,shelf_61,,,,
1,shelf_45,,,,
1,shelf_33,,,,
1,shelf_12,,,,
1,shelf_2,,,,
1,shelf_31,,,,
1,station_3,,,,
1,shelf_14,,,,
2,shelf_31,,,,
2,shelf_60,,,,
2,station_3,,,,
2,shelf_63,,,,
2,shelf_56,,,,
2,shelf_17,,,,
2,shelf_19,,,,
2,shelf_15,,,,
2,shelf_44,,,,
2,shelf_13,,,,
2,station_1,,,,
2,station_0,,,,
2,shelf_3,,,,
2,shelf_16,,,,
2,shelf_50,,,,
2,shelf_47,,,,
2,shelf_27,,,,
2,shelf_23,,,,
2,shelf_58,,,,
2,shelf_18,,,,
2,shelf_61,,,,
2,shelf_30,,,,
2,shelf_6,,,,
2,shelf_24,,,,
2,1,100.0,idle,0.0,0.0
2,shelf_64,,,,
2,shelf_10,,,,
2,2,100.0,idle,0.0,0.0
2,shelf_37,,,,
2,shelf_59,,,,
2,shelf_0,,,,
2,shelf_39,,,,
2,0,100.0,idle,0.0,0.0
2,shelf_32,,,,
2,shelf_36,,,,
2,station_2,,,,
2,shelf_8,,,,
2,shelf_4,,,,
2,shelf_14,,,,
2,shelf_34,,,,
2,shelf_2,,,,
2,shelf_26,,,,
2,shelf_7,,,,
2,shelf_25,,,,
2,shelf_55,,,,
2,shelf_51,,,,
2,shelf_35,,,,
2,shelf_46,,,,
2,shelf_43,,,,
2,shelf_57,,,,
2,shelf_21,,,,
2,shelf_11,,,,
2,shelf_65,,,,
2,shelf_20,,,,
2,shelf_52,,,,
2,shelf_41,,,,
2,shelf_62,,,,
2,shelf_54,,,,
2,manager,,,,
2,shelf_53,,,,
2,3,100.0,idle,0.0,0.0
2,shelf_29,,,,
2,shelf_33,,,,
2,shelf_5,,,,
2,shelf_12,,,,
2,shelf_22,,,,
2,shelf_45,,,,
2,4,100.0,idle,0.0,0.0
2,shelf_49,,,,
2,shelf_28,,,,
2,shelf_1,,,,
2,shelf_48,,,,
2,shelf_9,,,,
2,shelf_40,,,,
2,shelf_42,,,,
2,shelf_38,,,,
3,manager,,,,
3,shelf_43,,,,
3,1,100.0,idle,0.0,0.0
3,shelf_23,,,,
3,shelf_9,,,,
3,shelf_26,,,,
3,shelf_56,,,,
3,shelf_55,,,,
3,shelf_39,,,,
3,shelf_21,,,,
3,shelf_53,,,,
3,shelf_20,,,,
3,shelf_46,,,,
3,shelf_15,,,,
3,shelf_19,,,,
3,shelf_31,,,,
3,shelf_29,,,,
3,shelf_60,,,,
3,0,100.0,idle,0.0,0.0
3,3,100.0,idle,0.0,0.0
3,shelf_25,,,,
3,shelf_47,,,,
3,shelf_10,,,,
3,shelf_40,,,,
3,shelf_4,,,,
3,station_0,,,,
3,shelf_7,,,,
3,shelf_65,,,,
3,shelf_16,,,,
3,station_3,,,,
3,shelf_1,,,,
3,shelf_33,,,,
3,station_1,,,,
3,shelf_51,,,,
3,shelf_42,,,,
3,shelf_49,,,,
3,shelf_63,,,,
3,shelf_52,,,,
3,shelf_12,,,,
3,station_2,,,,
3,shelf_57,,,,
3,shelf_41,,,,
3,shelf_44,,,,
3,shelf_14,,,,
3,shelf_24,,,,
3,shelf_48,,,,
3,shelf_5,,,,
3,shelf_59,,,,
3,shelf_50,,,,
3,shelf_38,,,,
3,shelf_45,,,,
3,shelf_8,,,,
3,shelf_64,,,,
3,shelf_3,,,,
3,shelf_28,,,,
3,shelf_17,,,,
3,4,100.0,idle,0.0,0.0
3,shelf_0,,,,
3,shelf_32,,,,
3,shelf_30,,,,
3,shelf_22,,,,
3,shelf_61,,,,
3,shelf_35,,,,
3,shelf_36,,,,
3,shelf_27,,,,
3,shelf_11,,,,
3,shelf_37,,,,
3,shelf_34,,,,
3,2,100.0,idle,0.0,0.0
3,shelf_18,,,,
3,shelf_54,,,,
3,shelf_2,,,,
3,shelf_13,,,,
3,shelf_58,,,,
3,shelf_6,,,,
3,shelf_62,,,,
4,station_3,,,,
4,3,100.0,idle,0.0,0.0
4,shelf_27,,,,
4,2,100.0,idle,0.0,0.0
4,shelf_4,,,,
4,shelf_30,,,,
4,shelf_52,,,,
4,shelf_48,,,,
4,shelf_47,,,,
4,shelf_28,,,,
4,shelf_0,,,,
4,shelf_15,,,,
4,shelf_43,,,,
4,shelf_59,,,,
4,shelf_64,,,,
4,shelf_42,,,,
4,shelf_38,,,,
4,4,100.0,idle,0.0,0.0
4,shelf_35,,,,
4,shelf_54,,,,
4,shelf_40,,,,
4,0,100.0,idle,0.0,0.0
4,shelf_65,,,,
4,shelf_11,,,,
4,shelf_37,,,,
4,shelf_3,,,,
4,shelf_9,,,,
4,shelf_58,,,,
4,shelf_55,,,,
4,shelf_7,,,,
4,shelf_46,,,,
4,shelf_1,,,,
4,shelf_57,,,,
4,shelf_62,,,,
4,shelf_13,,,,
4,manager,,,,
4,shelf_12,,,,
4,shelf_29,,,,
4,shelf_10,,,,
4,shelf_16,,,,
4,shelf_5,,,,
4,shelf_34,,,,
4,shelf_31,,,,
4,shelf_26,,,,
4,shelf_20,,,,
4,shelf_19,,,,
4,shelf_24,,,,
4,shelf_44,,,,
4,station_2,,,,
4,shelf_56,,,,
4,shelf_49,,,,
4,shelf_8,,,,
4,shelf_41,,,,
4,shelf_60,,,,
4,1,100.0,idle,0.0,0.0
4,shelf_61,,,,
4,shelf_39,,,,
4,shelf_21,,,,
4,shelf_17,,,,
4,shelf_23,,,,
4,station_1,,,,
4,shelf_32,,,,
4,shelf_45,,,,
4,shelf_36,,,,
4,shelf_53,,,,
4,station_0,,,,
4,shelf_14,,,,
4,shelf_50,,,,
4,shelf_51,,,,
4,shelf_25,,,,
4,shelf_22,,,,
4,shelf_63,,,,
4,shelf_33,,,,
4,shelf_18,,,,
4,shelf_2,,,,
4,shelf_6,,,,
5,shelf_65,,,,
5,shelf_58,,,,
5,shelf_18,,,,
5,shelf_49,,,,
5,shelf_3,,,,
5,manager,,,,
5,shelf_31,,,,
5,shelf_29,,,,
5,shelf_24,,,,
5,shelf_13,,,,
5,shelf_48,,,,
5,shelf_26,,,,
5,shelf_17,,,,
5,shelf_15,,,,
5,shelf_54,,,,
5,shelf_56,,,,
5,shelf_28,,,,
5,shelf_9,,,,
5,shelf_44,,,,
5,shelf_34,,,,
5,shelf_19,,,,
5,shelf_4,,,,
5,shelf_6,,,,
5,4,100.0,idle,0.0,0.0
5,shelf_1,,,,
5,shelf_36,,,,
5,shelf_53,,,,
5,shelf_27,,,,
5,shelf_2,,,,
5,shelf_47,,,,
5,shelf_59,,,,
5,shelf_62,,,,
5,station_1,,,,
5,shelf_51,,,,
5,shelf_43,,,,
5,shelf_52,,,,
5,shelf_39,,,,
5,shelf_61,,,,
5,shelf_10,,,,
5,station_0,,,,
5,shelf_55,,,,
5,shelf_45,,,,
5,shelf_60,,,,
5,shelf_50,,,,
5,shelf_11,,,,
5,shelf_14,,,,
5,shelf_46,,,,
5,shelf_41,,,,
5,3,100.0,idle,0.0,0.0
5,shelf_40,,,,
5,shelf_0,,,,
5,shelf_37,,,,
5,shelf_38,,,,
5,station_3,,,,
5,shelf_22,,,,
5,shelf_12,,,,
5,0,100.0,idle,0.0,0.0
5,shelf_25,,,,
5,shelf_64,,,,
5,shelf_7,,,,
5,shelf_8,,,,
5,shelf_20,,,,
5,station_2,,,,
5,shelf_57,,,,
5,shelf_32,,,,
5,shelf_23,,,,
5,shelf_30,,,,
5,shelf_21,,,,
5,shelf_5,,,,
5,shelf_33,,,,
5,1,100.0,idle,0.0,0.0
5,shelf_16,,,,
5,shelf_35,,,,
5,shelf_42,,,,
5,2,100.0,idle,0.0,0.0
5,shelf_63,,,,
6,shelf_6,,,,
6,shelf_45,,,,
6,shelf_11,,,,
6,shelf_34,,,,
6,shelf_49,,,,
6,shelf_52,,,,
6,shelf_12,,,,
6,shelf_55,,,,
6,manager,,,,
6,shelf_37,,,,
6,shelf_46,,,,
6,shelf_41,,,,
6,shelf_32,,,,
6,shelf_64,,,,
6,shelf_39,,,,
6,shelf_57,,,,
6,shelf_35,,,,
6,shelf_63,,,,
6,shelf_0,,,,
6,shelf_58,,,,
6,shelf_21,,,,
6,shelf_4,,,,
6,1,100.0,idle,0.0,0.0
6,0,100.0,idle,0.0,0.0
6,shelf_7,,,,
6,shelf_56,,,,
6,shelf_1,,,,
6,shelf_10,,,,
6,shelf_40,,,,
6,shelf_65,,,,
6,station_3,,,,
6,shelf_19,,,,
6,shelf_8,,,,
6,shelf_25,,,,
6,shelf_38,,,,
6,shelf_23,,,,
6,shelf_16,,,,
6,station_1,,,,
6,shelf_20,,,,
6,shelf_13,,,,
6,shelf_27,,,,
6,shelf_62,,,,
6,shelf_30,,,,
6,shelf_51,,,,
6,shelf_33,,,,
6,station_2,,,,
6,shelf_36,,,,
6,shelf_18,,,,
6,station_0,,,,
6,shelf_60,,,,
6,shelf_61,,,,
6,shelf_43,,,,
6,shelf_48,,,,
6,shelf_24,,,,
6,shelf_3,,,,
6,shelf_54,,,,
6,shelf_29,,,,
6,shelf_47,,,,
6,shelf_2,,,,
6,shelf_53,,,,
6,shelf_9,,,,
6,4,100.0,idle,0.0,0.0
6,shelf_44,,,,
6,shelf_22,,,,
6,shelf_26,,,,
6,3,100.0,idle,0.0,0.0
6,shelf_59,,,,
6,shelf_50,,,,
6,shelf_15,,,,
6,shelf_5,,,,
6,shelf_14,,,,
6,shelf_42,,,,
6,shelf_17,,,,
6,shelf_28,,,,
6,2,100.0,idle,0.0,0.0
6,shelf_31,,,,
7,shelf_34,,,,
7,shelf_25,,,,
7,shelf_38,,,,
7,shelf_6,,,,
7,shelf_11,,,,
7,shelf_54,,,,
7,shelf_46,,,,
7,shelf_5,,,,
7,shelf_50,,,,
7,shelf_22,,,,
7,shelf_20,,,,
7,shelf_17,,,,
7,shelf_56,,,,
7,shelf_63,,,,
7,shelf_28,,,,
7,2,100.0,moving_to_pickup,0.0,0.0
7,1,100.0,idle,0.0,0.0
7,shelf_40,,,,
7,shelf_53,,,,
7,shelf_29,,,,
7,shelf_43,,,,
7,station_0,,,,
7,station_3,,,,
7,shelf_47,,,,
7,shelf_0,,,,
7,3,100.0,idle,0.0,0.0
7,shelf_1,,,,
7,shelf_14,,,,
7,shelf_65,,,,
7,shelf_13,,,,
7,station_2,,,,
7,shelf_60,,,,
7,4,100.0,idle,0.0,0.0
7,shelf_24,,,,
7,manager,,,,
7,shelf_44,,,,
7,shelf_41,,,,
7,shelf_12,,,,
7,shelf_57,,,,
7,shelf_35,,,,
7,shelf_30,,,,
7,station_1,,,,
7,shelf_8,,,,
7,shelf_49,,,,
7,shelf_26,,,,
7,shelf_32,,,,
7,shelf_55,,,,
7,shelf_4,,,,
7,shelf_61,,,,
7,shelf_58,,,,
7,shelf_51,,,,
7,0,99.5,moving_to_pickup,0.0,1.0
7,shelf_23,,,,
7,shelf_52,,,,
7,shelf_18,,,,
7,shelf_7,,,,
7,shelf_16,,,,
7,shelf_45,,,,
7,shelf_27,,,,
7,shelf_62,,,,
7,shelf_9,,,,
7,shelf_21,,,,
7,shelf_10,,,,
7,shelf_36,,,,
7,shelf_3,,,,
7,shelf_39,,,,
7,shelf_64,,,,
7,shelf_15,,,,
7,shelf_42,,,,
7,shelf_19,,,,
7,shelf_48,,,,
7,shelf_31,,,,
7,shelf_37,,,,
7,shelf_2,,,,
7,shelf_33,,,,
7,shelf_59,,,,
8,shelf_47,,,,
8,shelf_39,,,,
8,shelf_54,,,,
8,shelf_44,,,,
8,shelf_14,,,,
8,shelf_45,,,,
8,shelf_11,,,,
8,station_1,,,,
8,shelf_31,,,,
8,shelf_0,,,,
8,shelf_15,,,,
8,shelf_1,,,,
8,shelf_27,,,,
8,shelf_24,,,,
8,shelf_43,,,,
8,shelf_59,,,,
8,shelf_49,,,,
8,1,100.0,idle,0.0,0.0
8,shelf_53,,,,
8,4,100.0,idle,0.0,0.0
8,shelf_33,,,,
8,shelf_2,,,,
8,shelf_18,,,,
8,shelf_19,,,,
8,shelf_8,,,,
8,shelf_9,,,,
8,station_3,,,,
8,manager,,,,
8,shelf_30,,,,
8,shelf_21,,,,
8,shelf_52,,,,
8,3,100.0,idle,0.0,0.0
8,shelf_5,,,,
8,shelf_41,,,,
8,shelf_50,,,,
8,station_2,,,,
8,shelf_13,,,,
8,shelf_6,,,,
8,shelf_58,,,,
8,shelf_28,,,,
8,shelf_40,,,,
8,shelf_35,,,,
8,shelf_61,,,,
8,shelf_56,,,,
8,shelf_65,,,,
8,2,99.5,moving_to_pickup,0.0,1.0
8,shelf_23,,,,
8,0,99.0,moving_to_delivery,0.0,2.0
8,shelf_17,,,,
8,shelf_37,,,,
8,shelf_46,,,,
8,shelf_64,,,,
8,shelf_62,,,,
8,shelf_20,,,,
8,shelf_3,,,,
8,shelf_36,,,,
8,shelf_63,,,,
8,shelf_48,,,,
8,shelf_10,,,,
8,shelf_29,,,,
8,shelf_22,,,,
8,shelf_12,,,,
8,shelf_32,,,,
8,station_0,,,,
8,shelf_26,,,,
8,shelf_38,,,,
8,shelf_51,,,,
8,shelf_4,,,,
8,shelf_34,,,,
8,shelf_16,,,,
8,shelf_7,,,,
8,shelf_42,,,,
8,shelf_57,,,,
8,shelf_55,,,,
8,shelf_60,,,,
8,shelf_25,,,,
9,shelf_30,,,,
9,shelf_28,,,,
9,shelf_22,,,,
9,station_1,,,,
9,shelf_56,,,,
9,shelf_37,,,,
9,1,100.0,idle,0.0,0.0
9,0,98.5,moving_to_delivery,0.0,3.0
9,shelf_44,,,,
9,shelf_62,,,,
9,manager,,,,
9,shelf_64,,,,
9,shelf_60,,,,
9,shelf_29,,,,
9,shelf_13,,,,
9,shelf_21,,,,
9,shelf_63,,,,
9,shelf_19,,,,
9,shelf_20,,,,
9,shelf_55,,,,
9,station_3,,,,
9,shelf_16,,,,
9,shelf_49,,,,
9,shelf_39,,,,
9,3,99.5,moving_to_pickup,0.0,1.0
9,station_0,,,,
9,shelf_65,,,,
9,shelf_47,,,,
9,shelf_32,,,,
9,shelf_23,,,,
9,shelf_54,,,,
9,shelf_48,,,,
9,shelf_50,,,,
9,shelf_9,,,,
9,shelf_38,,,,
9,shelf_61,,,,
9,shelf_42,,,,
9,shelf_45,,,,
9,shelf_27,,,,
9,shelf_3,,,,
9,shelf_6,,,,
9,shelf_59,,,,
9,shelf_51,,,,
9,shelf_14,,,,
9,shelf_7,,,,
9,shelf_4,,,,
9,shelf_57,,,,
9,shelf_18,,,,
9,shelf_8,,,,
9,station_2,,,,
9,shelf_53,,,,
9,4,100.0,idle,0.0,0.0
9,shelf_34,,,,
9,shelf_24,,,,
9,shelf_5,,,,
9,shelf_25,,,,
9,shelf_52,,,,
9,shelf_2,,,,
9,shelf_15,,,,
9,shelf_17,,,,
9,shelf_26,,,,
9,shelf_10,,,,
9,shelf_31,,,,
9,shelf_1,,,,
9,shelf_58,,,,
9,shelf_33,,,,
9,shelf_11,,,,
9,2,99.0,moving_to_pickup,0.0,2.0
9,shelf_36,,,,
9,shelf_43,,,,
9,shelf_40,,,,
9,shelf_41,,,,
9,shelf_0,,,,
9,shelf_35,,,,
9,shelf_46,,,,
9,shelf_12,,,,
10,shelf_55,,,,
10,shelf_40,,,,
10,shelf_50,,,,
10,shelf_29,,,,
10,shelf_51,,,,
10,shelf_19,,,,
10,shelf_15,,,,
10,shelf_21,,,,
10,0,98.0,moving_to_delivery,0.0,4.0
10,station_1,,,,
10,shelf_16,,,,
10,shelf_37,,,,
10,shelf_53,,,,
10,shelf_32,,,,
10,shelf_39,,,,
10,shelf_2,,,,
10,shelf_41,,,,
10,shelf_28,,,,
10,shelf_52,,,,
10,shelf_6,,,,
10,shelf_33,,,,
10,shelf_38,,,,
10,2,98.5,moving_to_pickup,0.0,3.0
10,shelf_49,,,,
10,4,100.0,idle,0.0,0.0
10,manager,,,,
10,shelf_43,,,,
10,station_2,,,,
10,shelf_58,,,,
10,shelf_8,,,,
10,shelf_24,,,,
10,shelf_27,,,,
10,shelf_60,,,,
10,shelf_3,,,,
10,shelf_18,,,,
10,shelf_35,,,,
10,shelf_36,,,,
10,shelf_14,,,,
10,shelf_13,,,,
10,shelf_9,,,,
10,shelf_48,,,,
10,shelf_61,,,,
10,shelf_46,,,,
10,shelf_26,,,,
10,station_0,,,,
10,shelf_34,,,,
10,shelf_65,,,,
10,shelf_10,,,,
10,shelf_56,,,,
10,shelf_63,,,,
10,shelf_11,,,,
10,shelf_1,,,,
10,shelf_4,,,,
10,shelf_62,,,,
10,shelf_47,,,,
10,shelf_44,,,,
10,shelf_25,,,,
10,shelf_57,,,,
10,shelf_45,,,,
10,shelf_17,,,,
10,shelf_54,,,,
10,shelf_23,,,,
10,shelf_0,,,,
10,shelf_7,,,,
10,shelf_22,,,,
10,shelf_64,,,,
10,station_3,,,,
10,shelf_30,,,,
10,shelf_31,,,,
10,1,100.0,idle,0.0,0.0
10,3,99.0,moving_to_pickup,0.0,2.0
10,shelf_59,,,,
10,shelf_5,,,,
10,shelf_12,,,,
10,shelf_42,,,,
10,shelf_20,,,,
11,shelf_55,,,,
11,shelf_47,,,,
11,shelf_56,,,,
11,shelf_61,,,,
11,shelf_44,,,,
11,shelf_36,,,,
11,station_0,,,,
11,station_1,,,,
11,shelf_34,,,,
11,shelf_39,,,,
11,shelf_9,,,,
11,shelf_28,,,,
11,shelf_29,,,,
11,shelf_22,,,,
11,shelf_18,,,,
11,shelf_5,,,,
11,shelf_19,,,,
11,shelf_14,,,,
11,shelf_3,,,,
11,shelf_24,,,,
11,shelf_7,,,,
11,shelf_11,,,,
11,shelf_45,,,,
11,shelf_30,,,,
11,shelf_50,,,,
11,shelf_58,,,,
11,shelf_12,,,,
11,4,100.0,idle,0.0,0.0
11,shelf_49,,,,
11,shelf_35,,,,
11,shelf_20,,,,
11,shelf_43,,,,
11,shelf_64,,,,
11,shelf_40,,,,
11,shelf_1,,,,
11,3,98.5,moving_to_pickup,0.0,3.0
11,shelf_23,,,,
11,shelf_17,,,,
11,shelf_2,,,,
11,1,100.0,moving_to_pickup,0.0,0.0
11,shelf_48,,,,
11,shelf_53,,,,
11,shelf_51,,,,
11,shelf_4,,,,
11,station_2,,,,
11,2,98.0,moving_to_pickup,0.0,4.0
11,shelf_63,,,,
11,shelf_6,,,,
11,shelf_8,,,,
11,shelf_0,,,,
11,shelf_46,,,,
11,shelf_27,,,,
11,shelf_16,,,,
11,shelf_31,,,,
11,shelf_25,,,,
11,shelf_42,,,,
11,shelf_60,,,,
11,shelf_32,,,,
11,shelf_33,,,,
11,shelf_41,,,,
11,shelf_52,,,,
11,shelf_54,,,,
11,station_3,,,,
11,shelf_21,,,,
11,shelf_59,,,,
11,shelf_26,,,,
11,shelf_65,,,,
11,shelf_15,,,,
11,shelf_57,,,,
11,0,97.5,moving_to_delivery,0.0,5.0
11,shelf_13,,,,
11,manager,,,,
11,shelf_37,,,,
11,shelf_10,,,,
11,shelf_38,,,,
11,shelf_62,,,,
12,shelf_8,,,,
12,shelf_23,,,,
12,shelf_40,,,,
12,shelf_50,,,,
12,shelf_19,,,,
12,0,97.0,moving_to_delivery,0.0,6.0
12,shelf_22,,,,
12,shelf_20,,,,
12,shelf_11,,,,
12,shelf_9,,,,
12,shelf_26,,,,
12,shelf_57,,,,
12,shelf_30,,,,
12,shelf_45,,,,
12,shelf_21,,,,
12,shelf_28,,,,
12,shelf_58,,,,
12,shelf_24,,,,
12,shelf_27,,,,
12,shelf_10,,,,
12,shelf_48,,,,
12,shelf_5,,,,
12,shelf_18,,,,
12,shelf_29,,,,
12,shelf_59,,,,
12,shelf_37,,,,
12,shelf_55,,,,
12,shelf_35,,,,
12,shelf_6,,,,
12,station_1,,,,
12,shelf_52,,,,
12,station_0,,,,
12,shelf_65,,,,
12,shelf_47,,,,
12,4,100.0,idle,0.0,0.0
12,shelf_56,,,,
12,shelf_36,,,,
12,shelf_7,,,,
12,shelf_3,,,,
12,shelf_0,,,,
12,shelf_1,,,,
12,2,97.5,moving_to_pickup,0.0,5.0
12,shelf_41,,,,
12,shelf_38,,,,
12,shelf_64,,,,
12,shelf_14,,,,
12,shelf_15,,,,
12,shelf_32,,,,
12,station_2,,,,
12,shelf_43,,,,
12,shelf_42,,,,
12,shelf_12,,,,
12,shelf_34,,,,
12,shelf_49,,,,
12,shelf_2,,,,
12,shelf_63,,,,
12,3,98.0,moving_to_pickup,0.0,4.0
12,shelf_33,,,,
12,shelf_51,,,,
12,shelf_16,,,,
12,shelf_60,,,,
12,shelf_62,,,,
12,shelf_53,,,,
12,shelf_44,,,,
12,shelf_46,,,,
12,shelf_61,,,,
12,shelf_4,,,,
12,1,99.5,moving_to_pickup,0.0,1.0
12,shelf_13,,,,
12,shelf_31,,,,
12,manager,,,,
12,shelf_17,,,,
12,shelf_39,,,,
12,shelf_25,,,,
12,shelf_54,,,,
12,station_3,,,,
13,shelf_58,,,,
13,shelf_28,,,,
13,shelf_56,,,,
13,2,97.0,moving_to_delivery,0.0,6.0
13,station_1,,,,
13,shelf_9,,,,
13,shelf_64,,,,
13,shelf_22,,,,
13,shelf_1,,,,
13,station_0,,,,
13,shelf_23,,,,
13,shelf_15,,,,
13,shelf_46,,,,
13,shelf_37,,,,
13,shelf_13,,,,
13,shelf_27,,,,
13,shelf_4,,,,
13,shelf_65,,,,
13,shelf_10,,,,
13,shelf_36,,,,
13,shelf_19,,,,
13,4,100.0,moving_to_pickup,0.0,0.0
13,shelf_5,,,,
13,shelf_18,,,,
13,shelf_35,,,,
13,manager,,,,
13,shelf_51,,,,
13,shelf_2,,,,
13,shelf_17,,,,
13,shelf_30,,,,
13,shelf_42,,,,
13,1,99.0,moving_to_pickup,0.0,2.0
13,shelf_12,,,,
13,shelf_44,,,,
13,3,97.5,moving_to_pickup,0.0,5.0
13,shelf_43,,,,
13,shelf_54,,,,
13,station_2,,,,
13,shelf_61,,,,
13,shelf_34,,,,
13,shelf_31,,,,
13,shelf_52,,,,
13,shelf_21,,,,
13,station_3,,,,
13,shelf_20,,,,
13,shelf_53,,,,
13,shelf_29,,,,
13,shelf_16,,,,
13,shelf_49,,,,
13,shelf_32,,,,
13,shelf_6,,,,
13,shelf_24,,,,
13,shelf_63,,,,
13,0,96.5,moving_to_delivery,0.0,7.0
13,shelf_47,,,,
13,shelf_8,,,,
13,shelf_7,,,,
13,shelf_55,,,,
13,shelf_45,,,,
13,shelf_40,,,,
13,shelf_33,,,,
13,shelf_62,,,,
13,shelf_3,,,,
13,shelf_25,,,,
13,shelf_57,,,,
13,shelf_41,,,,
13,shelf_11,,,,
13,shelf_60,,,,
13,shelf_50,,,,
13,shelf_59,,,,
13,shelf_26,,,,
13,shelf_0,,,,
13,shelf_38,,,,
13,shelf_39,,,,
13,shelf_48,,,,
13,shelf_14,,,,
14,shelf_48,,,,
14,shelf_64,,,,
14,shelf_9,,,,
14,shelf_32,,,,
14,shelf_20,,,,
14,station_1,,,,
14,2,96.5,moving_to_delivery,0.0,7.0
14,shelf_62,,,,
14,shelf_29,,,,
14,shelf_45,,,,
14,shelf_25,,,,
14,shelf_5,,,,
14,shelf_53,,,,
14,shelf_41,,,,
14,shelf_16,,,,
14,shelf_6,,,,
14,shelf_56,,,,
14,shelf_33,,,,
14,shelf_55,,,,
14,4,99.5,moving_to_pickup,0.0,1.0
14,shelf_44,,,,
14,shelf_23,,,,
14,shelf_12,,,,
14,1,98.5,moving_to_delivery,0.0,3.0
14,shelf_30,,,,
14,shelf_4,,,,
14,shelf_40,,,,
14,shelf_2,,,,
14,shelf_34,,,,
14,shelf_26,,,,
14,shelf_1,,,,
14,shelf_42,,,,
14,shelf_18,,,,
14,shelf_57,,,,
14,shelf_8,,,,
14,shelf_61,,,,
14,shelf_63,,,,
14,shelf_21,,,,
14,shelf_13,,,,
14,shelf_43,,,,
14,station_2,,,,
14,shelf_46,,,,
14,shelf_15,,,,
14,shelf_59,,,,
14,3,97.0,moving_to_pickup,0.0,6.0
14,shelf_39,,,,
14,shelf_0,,,,
14,shelf_52,,,,
14,shelf_47,,,,
14,shelf_11,,,,
14,0,96.0,moving_to_delivery,0.0,8.0
14,shelf_10,,,,
14,shelf_7,,,,
14,shelf_19,,,,
14,station_3,,,,
